359.9375,0,0,6.10351563E-05,0.000183105469,0.000183105469,1,False,-0.98999995,0,0.119999997,9.57999992,0.779999971,-1.88999999,23,None,32981196,0
359.9375,77.875,-157.375,0.0635986328,-0.769836426,0.000183105469,0.635070801,False,-0.429999977,-0.049999997,0.0399999991,9.57999992,0.779999971,-1.88999999,23,None,42472626,0
359.9375,77.875,-157.375,0.0635986328,-0.769836426,0.000183105469,0.635070801,False,-0.409999996,-0.0700000003,0.0599999987,9.57999992,0.779999971,-1.88999999,23,None,48256292,0
359.9375,77.875,-157.4375,0.0634765625,-0.769836426,0.000305175781,0.635070801,False,-0.25999999,-0.0700000003,0.0599999987,9.57999992,0.779999971,-1.88999999,23,None,53674279,0
359.875,77.875,-157.5625,0.063293457,-0.769836426,0.000427246094,0.635070801,False,-0.129999995,-0.0899999961,0.0199999996,9.57999992,0.779999971,-1.88999999,23,None,59619962,0
359.875,77.875,-157.5,0.0634155273,-0.769897461,0.000366210938,0.635009766,False,-0.25,-0.049999997,0,9.57999992,0.779999971,-1.88999999,23,None,65603901,0
359.9375,77.875,-157.4375,0.0635375977,-0.769897461,0.000244140625,0.635009766,False,-0.229999989,-0.0399999991,0.0799999982,9.57999992,0.779999971,-1.88999999,23,None,71205372,0
359.9375,77.875,-157.4375,0.0635986328,-0.769836426,0.000366210938,0.635009766,False,-0.239999995,-0.0399999991,0.00999999978,9.57999992,0.779999971,-1.88999999,23,None,76845030,0
359.875,77.875,-157.375,0.063659668,-0.769836426,0.000305175781,0.635070801,False,-0.129999995,-0.0599999987,-0.049999997,9.57999992,0.789999962,-1.88999999,23,None,82705861,0
7.9375,77.875,-157.1875,0.0639038086,-0.769836426,-6.10351563E-05,0.635070801,False,-0.519999981,0,0.129999995,9.57999992,0.789999962,-1.88999999,23,None,88714028,0
0,77.8125,-157.0625,0.0640258789,-0.769836426,-0.000244140625,0.635009766,False,-0.310000002,-0.0700000003,0.119999997,9.57999992,0.799999952,-1.88999999,23,None,94436506,0
0,77.8125,-157.0625,0.0640258789,-0.769775391,-0.000244140625,0.635070801,False,-0.170000002,-0.119999997,-0.0299999993,9.57999992,0.799999952,-1.88999999,23,None,100665576,0
0.0625,77.8125,-156.875,0.0642700195,-0.769775391,-0.000854492188,0.635009766,False,-0.209999993,-0.119999997,0.0399999991,9.57999992,0.810000002,-1.88999999,23,None,106363371,0
0.1875,77.8125,-156.625,0.0646362305,-0.769836426,-0.00140380859,0.635009766,False,-0.199999988,-0.0899999961,0.140000001,9.57999992,0.829999983,-1.88999999,23,None,112223238,0
0.25,77.75,-156.1875,0.0650024414,-0.769897461,-0.001953125,0.63482666,False,0.140000001,-0.189999998,-0.0700000003,9.57999992,0.839999974,-1.89999998,23,None,117950226,0
0.5,77.625,-155.6875,0.0656738281,-0.770141602,-0.00372314453,0.634521484,False,-0.140000001,-0.099999994,-0.0399999991,9.56999969,0.870000005,-1.90999997,23,None,123481073,0
0.8125,77.4375,-155,0.0668945313,-0.770751953,-0.00537109375,0.633911133,False,0.049999997,-0.149999991,-0.219999999,9.56999969,0.930000007,-1.93999994,23,None,128847549,0
1.125,77.3125,-154.3125,0.067565918,-0.77130127,-0.00756835938,0.633239746,False,-0.0799999982,-0.159999996,-0.119999997,9.55000019,0.969999969,-1.94999993,23,None,134223777,0
1.5625,77.0625,-153.0625,0.0680541992,-0.771850586,-0.0101928711,0.632080078,False,-0.109999999,-0.189999998,-0.219999999,9.55000019,1.01999998,-1.96999991,23,None,139773895,0
2.0625,76.6875,-152.3125,0.0680541992,-0.772705078,-0.0133056641,0.630981445,False,0.0199999996,-0.340000004,-0.789999962,9.52999973,1.06999993,-2.00999999,23,None,145475913,0
3.1875,76.375,-151.5,0.067199707,-0.773864746,-0.0206298828,0.629516602,False,0.539999962,-0.349999994,-0.539999962,9.5199995,1.13,-2.06999993,23,None,151317588,0
4.375,75.875,-150.4375,0.0648193359,-0.776794434,-0.0278320313,0.627319336,False,-0.419999987,-0.370000005,-0.799999952,9.47999954,1.25999999,-2.13999987,23,None,157257413,0
5.8125,74.875,-149.25,0.0614013672,-0.779724121,-0.0361938477,0.622009277,False,-2.48000002,-0.149999991,0.639999986,9.44999981,1.31999993,-2.24000001,23,None,163329238,0
7.9375,74.3125,-149.875,0.0550537109,-0.785583496,-0.0451660156,0.617431641,False,-1.69999993,-0.0799999982,1.56999993,9.42000008,1.28999996,-2.39999986,23,None,168922392,0
8.625,73.8125,-151.75,0.0450439453,-0.789428711,-0.0465698242,0.610412598,False,-0.919999957,-0.280000001,0.539999962,9.39999962,1.22000003,-2.5,23,None,174761323,0
8.75,73.3125,-154.9375,0.0393676758,-0.792724609,-0.0463867188,0.606506348,False,-0.639999986,-0.109999999,0.319999993,9.38000011,1.13999999,-2.58999991,23,None,180817194,0
8.5625,73,-157.375,0.0330810547,-0.797607422,-0.0445556641,0.602539063,False,0.0599999987,-0.0899999961,0.399999976,9.36999989,1.04999995,-2.73000002,23,None,186193077,0
8.25,72.6875,-159.75,0.0247192383,-0.800476074,-0.0422363281,0.599060059,False,-1.75999999,-0.00999999978,0.0899999961,9.34000015,0.879999995,-2.81999993,23,None,192249601,0
7.75,72.25,-164.3125,0.0177612305,-0.804016113,-0.0379638672,0.593139648,False,-2.19000006,0.099999994,0.539999962,9.32999992,0.689999998,-2.91999984,23,None,198187281,0
5.8125,72,-168.9375,0.00866699219,-0.807983398,-0.0252075195,0.589660645,False,-0.0399999991,-0.129999995,0.199999988,9.31999969,0.310000002,-3.01999998,23,None,203923007,0
3.875,71.9375,-174,-0.00433349609,-0.809570313,-0.0153808594,0.586791992,False,0.75,-0.239999995,-0.0599999987,9.30999947,0.0799999982,-3.06999993,23,None,209978820,0
2.125,71.5,179.8125,-0.0106201172,-0.811279297,-0.00354003906,0.584472656,False,1.81999993,-0.159999996,-0.969999969,9.28999996,-0.0799999982,-3.12999988,23,None,215972602,0
0.0625,71.1875,177.1875,-0.0300292969,-0.813476563,0.00170898438,0.582214355,False,0.469999999,-0.0700000003,-0.429999977,9.2699995,-0.25999999,-3.18999982,23,None,221540364,0
359.1875,70.875,175.1875,-0.0200195313,-0.814147949,0.00604248047,0.580322266,False,-0.75,0.25999999,0.669999957,9.26000023,-0.389999986,-3.18999982,23,None,227208820,0
358.25,70.8125,171.5,-0.0244140625,-0.813476563,0.0123291016,0.580993652,False,-1.22000003,-0.099999994,0.810000002,9.26000023,-0.569999993,-3.14999986,23,None,233034164,0
355.75,70.9375,167.625,-0.0299072266,-0.811523438,0.0266723633,0.583129883,False,1.07999992,-0.099999994,-0.229999989,9.2699995,-0.789999962,-3.05999994,23,None,238802152,0
353.8125,70.9375,163.625,-0.0366821289,-0.808349609,0.0355224609,0.586486816,False,1.86000001,-0.159999996,-1.24000001,9.2699995,-1.04999995,-3,23,None,244518179,0
352.4375,71,159.6875,-0.0396118164,-0.806518555,0.0408935547,0.588439941,False,-0.979999959,0.0299999993,-0.129999995,9.2699995,-1.14999998,-2.96000004,23,None,250733783,0
351.25,71.0625,157.75,-0.0429077148,-0.805175781,0.0471191406,0.58972168,False,-1.02999997,-0.319999993,0.479999989,9.2699995,-1.25999999,-2.89999986,23,None,256323162,0
350.3125,70.9375,155.1875,-0.0502929688,-0.802429199,0.0531005859,0.592224121,False,-0.689999998,-0.429999977,1.48000002,9.26000023,-1.50999999,-2.82999992,23,None,262586209,0
349,70.8125,149.9375,-0.0551757813,-0.799499512,0.0772705078,0.594970703,False,-0.409999996,-0.370000005,0.269999981,9.25,-1.70999992,-2.73000002,23,None,268492847,0
346.25,70.6875,145.625,-0.0625,-0.793212891,0.0771484375,0.598754883,False,0.789999962,-0.219999999,-0.479999989,9.25,-2.02999997,-2.53999996,23,None,275072059,0
344.5,70.5625,139.375,-0.0669555664,-0.788452148,0.0857543945,0.605407715,False,0.439999998,-0.0199999996,-0.0899999961,9.23999977,-2.19000006,-2.39999986,23,None,280853896,0
342.6875,70.5625,135.75,-0.0706787109,-0.781066895,0.0961303711,0.610168457,False,0.399999976,-0.0199999996,0.0299999993,9.25,-2.40999985,-2.18000007,23,None,286778908,0
341.625,70.625,132.125,-0.0755615234,-0.775512695,0.102416992,0.618347168,False,0.680000007,-0.140000001,0.149999991,9.25,-2.52999997,-2.00999999,23,None,292572049,0
340.75,70.75,126.875,-0.0778198242,-0.769836426,0.123291016,0.624267578,False,0.049999997,-0.170000002,0.189999998,9.26000023,-2.61999989,-1.8499999,23,None,298524022,0
339.75,70.9375,123.5,-0.0795898438,-0.761108398,0.114562988,0.630249023,False,-0.0199999996,-0.149999991,0.269999981,9.2699995,-2.75,-1.58999991,23,None,304490135,0
339.1875,71.0625,118.3125,-0.0817871094,-0.755065918,0.11907959,0.639526367,False,-0.109999999,-0.140000001,-0.049999997,9.27999973,-2.81999993,-1.41999996,23,None,310708840,0
338.3125,71.125,115,-0.0831298828,-0.749206543,0.125732422,0.645385742,False,-0.159999996,-0.0599999987,0.48999998,9.27999973,-2.89999986,-1.14999998,23,None,316135677,0
337.75,71.125,111.4375,-0.0847167969,-0.739440918,0.130249023,0.651550293,False,0.789999962,-0.239999995,0.599999964,9.27999973,-3,-0.949999988,23,None,321679162,0
337.25,71.25,107.5625,-0.0839233398,-0.731994629,0.133911133,0.662780762,False,0.769999981,-0.199999988,0.159999996,9.30000019,-3.00999999,-0.719999969,23,None,327253473,0
337.0625,71.6875,101.5625,-0.0817260742,-0.724487305,0.136291504,0.670715332,False,-0.0799999982,-0.0799999982,-0.049999997,9.31999969,-3,-0.5,23,None,333048058,0
337,72,97.4375,-0.0793457031,-0.716796875,0.138122559,0.678833008,False,-0.379999995,-0.149999991,-0.109999999,9.32999992,-2.99000001,-0.269999981,23,None,338459789,0
336.9375,72.1875,93.125,-0.0774536133,-0.704833984,0.140563965,0.687072754,False,-0.239999995,-0.149999991,-0.109999999,9.34000015,-2.97000003,0.049999997,23,None,344314945,0
337,72.3125,86.75,-0.0745239258,-0.697143555,0.141601563,0.698852539,False,-0.379999995,-0.049999997,-0.129999995,9.34999943,-2.93999982,0.269999981,23,None,350190574,0
337.125,72.4375,82.6875,-0.0723876953,-0.689758301,0.142700195,0.706237793,False,-0.620000005,-0.0299999993,0.189999998,9.34999943,-2.90999985,0.459999979,23,None,356114819,0
337.1875,72.5,79.25,-0.0680541992,-0.680908203,0.144042969,0.712280273,False,-0.409999996,-0.099999994,-0.229999989,9.34999943,-2.8599999,0.689999998,23,None,361823363,0
337.125,72.5,76.375,-0.0653076172,-0.675964355,0.145324707,0.719543457,False,-0.50999999,0.0899999961,-0.099999994,9.34999943,-2.81999993,0.810000002,23,None,367427300,0
337.125,72.5,72.625,-0.0621948242,-0.671936035,0.146118164,0.723388672,False,0.209999993,-0.0199999996,-0.289999992,9.34999943,-2.77999997,0.930000007,23,None,373633761,0
337.25,72.5625,70.1875,-0.0579833984,-0.664855957,0.145385742,0.727478027,False,-0.159999996,0.199999988,0.0700000003,9.34999943,-2.69000006,1.15999997,23,None,379525451,0
337.6875,72.5625,64.3125,-0.0569458008,-0.656738281,0.143249512,0.73815918,False,-0.659999967,-0.0599999987,0.189999998,9.32999992,-2.64999986,1.42999995,23,None,385416206,0
338.5625,71.8125,59.8125,-0.0577392578,-0.646850586,0.141357422,0.747192383,False,-0.049999997,-0.0700000003,-0.049999997,9.30999947,-2.6099999,1.58999991,23,None,391003584,0
338.8125,71.6875,57.3125,-0.0539550781,-0.639770508,0.139892578,0.751525879,False,0,0,0.099999994,9.30000019,-2.50999999,1.77999997,23,None,396804956,0
339.125,71.625,53.3125,-0.0508422852,-0.635131836,0.138183594,0.758239746,False,-0.699999988,0,-0.149999991,9.30000019,-2.42999983,1.94999993,23,None,403802968,0
339.6875,71.5625,50.875,-0.0466918945,-0.62890625,0.135009766,0.764221191,False,0.0299999993,0.0700000003,-0.319999993,9.30000019,-2.31999993,2.04999995,23,None,409711012,0
340.1875,71.5,47.125,-0.0437011719,-0.624938965,0.131774902,0.768249512,False,-2.54999995,-0.0799999982,-0.699999988,9.30000019,-2.21000004,2.13999987,23,None,415739855,0
341.25,71.8125,44.8125,-0.0399169922,-0.62286377,0.123779297,0.770935059,False,-0.149999991,-0.109999999,-0.349999994,9.32999992,-2.07999992,2.18000007,23,None,421165442,0
342.25,72.3125,42.75,-0.0341796875,-0.622802734,0.116394043,0.772521973,False,-0.680000007,-0.0399999991,0.349999994,9.38000011,-1.8499999,2.15999985,23,None,427224884,0
343.4375,73.0625,39.625,-0.0296020508,-0.624145508,0.108703613,0.773132324,False,-0.799999952,-0.229999989,0.119999997,9.42000008,-1.68999994,2.12999988,23,None,433206700,0
345,74.25,37.5,-0.0246582031,-0.62713623,0.0977172852,0.772827148,False,-1.14999998,-0.189999998,0.099999994,9.44999981,-1.45999992,2.04999995,23,None,439076181,0
346.0625,75.0625,35.375,-0.0178833008,-0.629577637,0.0905151367,0.77142334,False,-0.680000007,-0.0599999987,-0.129999995,9.51000023,-1.30999994,1.99000001,23,None,445211739,0
347.125,76.25,32.125,-0.0138549805,-0.631958008,0.0830078125,0.770385742,False,-0.579999983,-0.229999989,0.349999994,9.53999996,-1.14999998,1.92999995,23,None,450719974,0
348.8125,77.0625,29.4375,-0.00939941406,-0.63458252,0.0716552734,0.769104004,False,-1.02999997,-0.119999997,0.459999979,9.56999969,-1,1.83999991,23,None,456146494,0
349.8125,77.8125,26.6875,-0.00262451172,-0.638549805,0.0650634766,0.767578125,False,-0.25,-0.219999999,-0.0199999996,9.60999966,-0.769999981,1.76999998,23,None,461867707,0
350.75,78.5625,21.875,0.00213623047,-0.641418457,0.0579833984,0.765014648,False,-0.239999995,-0.280000001,0.0399999991,9.63000011,-0.610000014,1.68999994,23,None,467839373,0
352.5,79.75,17.5625,0.00701904297,-0.64453125,0.034362793,0.762939453,False,-0.569999993,-0.25,0.119999997,9.65999985,-0.429999977,1.56999993,23,None,473605853,0
353.6875,80.5,12.5625,0.014465332,-0.649108887,0.0377807617,0.760620117,False,-0.550000012,-0.289999992,0.319999993,9.67999935,-0.179999992,1.5,23,None,479436162,0
354.8125,81.0625,3.9375,0.0194091797,-0.651672363,0.0305786133,0.75769043,False,-0.74000001,-0.179999992,-0.00999999978,9.69999981,-0.0199999996,1.42999995,23,None,485717310,0
356.375,81.75,-2,0.0241088867,-0.655334473,0.0204467773,0.755615234,False,-0.399999976,-0.00999999978,-0.25999999,9.69999981,0.199999988,1.32999992,23,None,491523764,0
357.375,82.0625,-8.5625,0.0305786133,-0.657714844,0.0133666992,0.752502441,False,-0.0399999991,-0.159999996,-0.140000001,9.71000004,0.349999994,1.25999999,23,None,497759614,0
359.125,82.3125,-19.5625,0.0347900391,-0.660339355,0.00567626953,0.750183105,False,-0.889999986,-0.0899999961,0.479999989,9.71000004,0.50999999,1.18999994,23,None,503483759,0
0.1875,82.3125,-27.0625,0.0392456055,-0.663696289,-0.00451660156,0.74786377,False,-0.719999969,-0.0899999961,-0.119999997,9.71000004,0.729999959,1.10000002,24,None,509197470,0
1.125,82.1875,-33.4375,0.0451049805,-0.665527344,-0.0104370117,0.744934082,False,-0.389999986,-0.119999997,-0.199999988,9.71000004,0.859999955,1.04999995,24,None,515044952,0
2.0625,81.875,-42,0.0485229492,-0.667358398,-0.0166015625,0.742919922,False,-0.359999985,-0.149999991,0.340000004,9.69999981,0.98999995,0.98999995,24,None,520711770,0
3.5,81.5625,-47.625,0.0522460938,-0.669250488,-0.026184082,0.740844727,False,-0.859999955,-0.199999988,0.269999981,9.68999958,1.12,0.899999976,24,None,526112862,0
4.5,81.1875,-52.9375,0.0559692383,-0.672607422,-0.0319824219,0.738342285,False,-0.799999952,-0.0799999982,0.0299999993,9.67999935,1.30999994,0.829999983,24,None,531568983,0
5.375,80.8125,-57.6875,0.0610961914,-0.675231934,-0.0375366211,0.734069824,False,-0.359999985,-0.25,-0.189999998,9.67000008,1.42999995,0.74000001,24,None,537432312,0
6.3125,80.25,-64.8125,0.0641479492,-0.678161621,-0.0438232422,0.730773926,False,-1.07999992,-0.0799999982,0.0899999961,9.64999962,1.55999994,0.659999967,24,None,543377392,0
7.875,79.75,-69.125,0.0668334961,-0.682495117,-0.0531005859,0.727355957,False,-1.70999992,0.0399999991,0.579999983,9.63999939,1.71999991,0.539999962,24,None,549246835,0
8.6875,79.375,-72.375,0.0697631836,-0.684875488,-0.0573120117,0.723022461,False,-1.04999995,-0.119999997,-2.40999985,9.61999989,1.78999996,0.469999999,24,None,555171798,0
9.3125,78.875,-76.625,0.0715942383,-0.687438965,-0.0770874023,0.720092773,False,0.620000005,-0.359999985,-0.280000001,9.60999966,1.88999999,0.379999995,24,None,560976873,0
10.875,78.25,-80.375,0.0741577148,-0.693237305,-0.072265625,0.715759277,False,-0.889999986,-0.209999993,0.379999995,9.57999992,2.1099999,0.199999988,24,None,566989256,0
12.1875,77.5,-86.3125,0.0781860352,-0.697753906,-0.0795898438,0.707580566,False,-1.51999998,-0.189999998,0.649999976,9.55000019,2.22000003,0.0799999982,24,None,572878854,0
13.6875,76.625,-89.125,0.0796508789,-0.701416016,-0.0844116211,0.70324707,False,-1.04999995,-0.159999996,0.0700000003,9.52999973,2.27999997,-0.00999999978,24,None,578373126,0
14.1875,76.375,-91.4375,0.080078125,-0.706237793,-0.0889282227,0.699584961,False,-0.0799999982,-0.370000005,-0.280000001,9.5199995,2.3499999,-0.140000001,24,None,583966266,0
14.8125,76.0625,-93.5,0.0806884766,-0.709228516,-0.0926513672,0.694152832,False,0.179999992,-0.209999993,0.340000004,9.48999977,2.41999984,-0.219999999,24,None,589756049,0
15.625,75.25,-96.3125,0.0823364258,-0.712158203,-0.0974731445,0.690307617,False,-0.529999971,-0.209999993,0.25999999,9.46999931,2.50999999,-0.310000002,24,None,595733265,0
16.875,74.6875,-98.125,0.0839233398,-0.715270996,-0.104003906,0.686218262,False,-0.399999976,-0.439999998,0.289999992,9.43999958,2.5999999,-0.409999996,24,None,601094401,0
17.6875,74.125,-99.875,0.0856933594,-0.720031738,-0.108215332,0.682067871,False,-0.0199999996,-0.389999986,0.149999991,9.40999985,2.73000002,-0.550000012,24,None,606743646,0
18.5,73.4375,-102.25,0.089050293,-0.723144531,-0.112792969,0.675598145,False,-0.129999995,-0.280000001,-0.129999995,9.35999966,2.82999992,-0.649999976,24,None,612780545,0
19.4375,72.3125,-103.6875,0.0918579102,-0.726379395,-0.121398926,0.670776367,False,-0.519999981,-0.310000002,-0.179999992,9.30999947,2.95000005,-0.75999999,24,None,618675701,0
21.1875,71.375,-105.1875,0.0951538086,-0.732116699,-0.127441406,0.665344238,False,-1.75999999,0.0299999993,0.479999989,9.2699995,3.0999999,-0.939999998,24,None,624241289,0
22.25,70.625,-106.875,0.0963134766,-0.735961914,-0.131774902,0.657043457,False,-1.19999993,-0.149999991,-0.159999996,9.21000004,3.16999984,-1.04999995,24,None,630478049,0
23.375,69.75,-109.125,0.0968017578,-0.739746094,-0.137023926,0.652038574,False,-0.109999999,-0.109999999,-0.189999998,9.17999935,3.22000003,-1.20999992,24,None,636309871,0
24.25,69.1875,-110.4375,0.09765625,-0.745300293,-0.141662598,0.644165039,False,-0.140000001,-0.170000002,2.48000002,9.11999989,3.33999991,-1.32999992,24,None,642231927,0
25.3125,68.4375,-112.1875,0.0985107422,-0.749023438,-0.146850586,0.638549805,False,-0.709999979,-0.170000002,0.379999995,9.06999969,3.42999983,-1.42999995,24,None,648082888,0
26.875,67.3125,-113.25,0.0992431641,-0.752441406,-0.153259277,0.633361816,False,-0.439999998,-0.179999992,0.219999999,9.02999973,3.49000001,-1.52999997,24,None,653638509,0
27.6875,66.75,-114.1875,0.100158691,-0.757141113,-0.156799316,0.628479004,False,0.25999999,-0.379999995,-0.280000001,8.96000004,3.58999991,-1.66999996,24,None,659294034,0
28.5,66.125,-115,0.101013184,-0.75994873,-0.161010742,0.621582031,False,-0.099999994,-0.229999989,0,8.92000008,3.66999984,-1.75999999,24,None,665548322,0
30.0625,65.0625,-115.875,0.1015625,-0.762573242,-0.168273926,0.616943359,False,-1.22000003,-0.209999993,0.469999999,8.86999989,3.74000001,-1.87,24,None,671117856,0
31,64.5,-116.4375,0.101257324,-0.766357422,-0.171508789,0.612609863,False,-0.799999952,-0.329999983,0.469999999,8.81999969,3.79999995,-1.93999994,24,None,677219751,0
31.625,64.125,-117.3125,0.100708008,-0.768371582,-0.173461914,0.607788086,False,-0.140000001,-0.439999998,0.280000001,8.80000019,3.81999993,-1.99000001,24,None,683003242,0
32.3125,63.6875,-117.8125,0.100402832,-0.770263672,-0.175292969,0.604858398,False,-0.209999993,-0.439999998,-0.140000001,8.7699995,3.8499999,-2.04999995,24,None,688634355,0
32.875,63.3125,-118.3125,0.0999755859,-0.773376465,-0.178710938,0.60168457,False,-0.599999964,-0.419999987,-0.119999997,8.72999954,3.88999987,-2.14999986,24,None,694249979,0
33.4375,62.9375,-118.875,0.0986938477,-0.775817871,-0.180664063,0.596435547,False,-0.969999969,-0.159999996,0.610000014,8.71000004,3.88999987,-2.22000003,24,None,700287154,0
33.8125,62.6875,-120.1875,0.0966796875,-0.778503418,-0.180847168,0.593139648,False,-1.05999994,-0.310000002,0.359999985,8.71000004,3.8599999,-2.28999996,24,None,705874850,0
33.6875,62.75,-121.3125,0.0941162109,-0.782348633,-0.177978516,0.590698242,False,-0.769999981,-0.289999992,0.109999999,8.72000027,3.79999995,-2.39999986,24,None,711319432,0
33.4375,62.875,-122.5,0.0892944336,-0.78503418,-0.17590332,0.587158203,False,0.189999998,-0.199999988,-0.340000004,8.72999954,3.7099998,-2.47000003,24,None,717361794,0
33.25,62.875,-124.125,0.0864257813,-0.787658691,-0.174804688,0.584472656,False,0.00999999978,-0.269999981,-0.379999995,8.72000027,3.66999984,-2.53999996,24,None,723371314,0
33.5,62.75,-125.125,0.0835571289,-0.791809082,-0.175170898,0.581115723,False,-0.74000001,-0.280000001,0.159999996,8.71000004,3.64999986,-2.65999985,24,None,728872419,0
33.75,62.625,-126.1875,0.0782470703,-0.794433594,-0.175109863,0.577575684,False,-1.39999998,-0.140000001,0.959999979,8.71000004,3.57999992,-2.72000003,24,None,734660020,0
33.75,62.625,-127.8125,0.0744018555,-0.79675293,-0.173339844,0.57409668,False,-0.620000005,-0.179999992,-0.109999999,8.72000027,3.5,-2.76999998,24,None,740460626,0
33.1875,62.875,-128.9375,0.0687866211,-0.801513672,-0.169616699,0.572509766,False,-0.469999999,-0.219999999,-0.0599999987,8.72999954,3.40999985,-2.92999983,24,None,748887639,0
33.1875,62.8125,-130.875,0.0623779297,-0.804992676,-0.169006348,0.567260742,False,-0.889999986,-0.179999992,0.669999957,8.71000004,3.31999993,-3.01999998,24,None,754574404,0
33.25,62.6875,-133,0.0578613281,-0.808288574,-0.167236328,0.561584473,False,-1.27999997,-0.25999999,0.649999976,8.71000004,3.24000001,-3.11999989,24,None,760307597,0
32.75,62.625,-134.875,0.0527954102,-0.811889648,-0.164001465,0.557861328,False,0.639999986,-0.539999962,-0.459999979,8.71000004,3.13999987,-3.22000003,24,None,765889070,0
32.4375,62.5625,-136.5625,0.032409668,-0.817138672,-0.160583496,0.553955078,False,0.209999993,-0.370000005,0.109999999,8.68999958,3.03999996,-3.37999988,24,None,771424163,0
32.4375,62.3125,-138,0.042175293,-0.820617676,-0.159667969,0.547058105,False,-0.109999999,-0.389999986,-0.00999999978,8.65999985,2.99000001,-3.48000002,24,None,777207747,0
32.5625,62,-139.875,0.0383911133,-0.823730469,-0.158569336,0.543029785,False,-0.319999993,-0.459999979,0.170000002,8.63999939,2.92999983,-3.56999993,24,None,783362829,0
32.25,61.8125,-141.3125,0.033996582,-0.827819824,-0.154846191,0.539733887,False,-0.329999983,-0.579999983,0.049999997,8.63999939,2.83999991,-3.68999982,24,None,789034650,0
31.8125,61.75,-142.75,0.0267944336,-0.830383301,-0.151794434,0.535461426,False,-0.099999994,-0.589999974,-0.319999993,8.63000011,2.70000005,-3.76999998,24,None,795017041,0
31.4375,61.5625,-145.0625,0.0217285156,-0.833374023,-0.149353027,0.531677246,False,0.870000005,-0.560000002,-0.539999962,8.60999966,2.61999989,-3.86999989,24,None,800856829,0
31.25,61.3125,-146.5,0.016784668,-0.836608887,-0.146789551,0.527282715,False,-0.280000001,-0.469999999,0.280000001,8.57999992,0,-4.02999973,24,None,806376290,0
